id,name,url,contact,description,geoextent,geocoverage_dirty,geocoverage,lead_organisation_name,lead_organisation_category,start_date,active,end_date,environmental_domain,environmental_field,category,social_uptake,policy_uptake,policy_uptake_explanation,policy_relevance,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
53,Biodiversity Opportunity Mapping,http://www.nottsbag.org.uk/projects.htm,Biodiversity@nottscc.gov.uk,Past and present surveys incldue: Brown Hare Survey; Crayfish Survey; Butterfly survey; Japanese Knotweed Survey; Himalayan Balsam Survey,Sub-national,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Nottinghamshire Biodiversity Action Group,Non-governmental,2008,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"As a result of the this project, exisiting sites have been improved and are in a much better condition for supporting Grizzled Skippers, allowing populations to become more robust, and creating linkages between previously isolated sites.",Policy implementation or monitoring,0,2,2,2,0,0,0,0,2,0,0,0,2,0,1,2,0
54,Biodiversity4All,www.biodiversity4all.com,biodiversity4all@gmail.com,"Biodiversity4All is creating an online database on Biodiversity in Portugal, based on the active participation of civil society and the scientific community.",National,Portugal,Portugal,Fundaçao para a Cičncia e a Tecnologia,Non-governmental,2010,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,2,2,0,0,0,2,1,1,2,0
55,Bioenergy Villages (BioVill) – Increasing the Market Uptake of Sustainable Bioenergy,http://biovill.eu,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"The objective of the BioVill project is to transfer and adapt experiences gained in countries where bioenergy villages already exists (Germany and Austria) to countries with less examples in this sector (Slovenia, Serbia, Croatia, Macedonia and Romania)",Macro-regional,Europe,Europe,BioVill Consortium,Non-governmental,2016,Yes,Unknown,Atmospheric,Sustainable consumption and production,DIY engineering,Very large,No,N/A,Policy implementation or monitoring,0,2,2,2,0,0,1,0,2,0,2,1,1,0,2,2,1
56,BioLit BIOdiversité du LITtoral,http://www.biolit.fr/,http://www.biolit.fr/contact,"BioLit is a network of women and men, who invest in environmental education, management and nature protection structures. Monitor the health of coastala areas (channel sea, atlantic coast, mediterranean coast) through photographic reporting of biodiversity, algae, coastal plants, early-warning about invasive species, seasons of the sea (climate change indicators) and coastal pollution.",National,France,France,Plančte mer et Museum national d’Histoire naturelle (MNHN),Consortium,2012,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,1,0,2,0
57,Biology.ie   Ireland's premier Biodiversity Awareness Portal ,Biology.ie,info@biology.ie,Record Ireland's wildlife with your own Nature Notes and Map.,National,Ireland,Ireland,National Biodiversity Data Centre,Governmental,2005,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
58,BioNote,http://bionote.xyz,info@bionote.xyz,A crowdscience platform for identifying and learning about all species ,Global,Sweden,Sweden,University of Gothenburg,Academic,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Very large,No,N/A,Policy implementation or monitoring,0,0,2,1,0,0,0,0,2,0,0,0,2,0,2,2,2
59,Bird Atlas 2007-11: Mapping Britain and Ireland's Birds - roving birds,http://www.bto.org/volunteer-surveys/birdatlas,info@bto.org,‘web-based’ ornithological atlas,National,Britain and Ireland,"United Kingdom of Great Britain and Northern Ireland (the), Ireland",British Trust for Ornithology,Non-governmental,2007,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,Unknown,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
60,Bird Monitoring Scheme SEO Bird Life,http://www.seguimientodeaves.org/,seo@seo.org,"Essential for obtaining results for compliance the Spanish and European environmental legislation (Law 42/2007 , Directive 2009/147/EC)",National,Spain,Spain,SEO BirdLife,Non-governmental,2008,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"Essential for obtaining results for compliance the Spanish and European environmental legislation (Law 42/2007 , Directive 2009/147/EC)",Compliance assurance,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
61,Bird Ringing at the British Trust for Ornithology - Report a ringed bird,http://www.bto.org/volunteer-surveys/ringing/ringing-scheme,ringing@bto.org,UK: monitor survival rates of birds and collect information about their movements.,Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Trust for Ornithology,Non-governmental,1909,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
62,Bird Ringing Scheme SEO Bird Life,http://www.anillamientoseo.org/,anillamiento@seo.org,"Any interested person can consult the available information of each species and request the data that he / she considers, for the accomplishment of analyzes and works or publications that revert in the conservation of the birds and their habitat.",National,Spain,Spain,SEO BirdLife,Non-governmental,1950,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"Essential for obtaining results for compliance the Spanish and European environmental legislation (Law 42/2007 , Directive 2009/147/EC)",Compliance assurance,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,2
63,Birdtrack,http://www.bto.org/volunteer-surveys/birdtrack,birdtrack@bto.org,migration movements and distributions of birds throughout Britain and Ireland.,Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),BTO/RSPB/BWI/SOC/WOS,Consortium,2002,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,Unknown,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
64,BirdWatch Ireland,http://www.birdwatchireland.ie,info@birdwatchireland.ie ,Results of a survey of the breeding birds presented on a tetrad (2km X 2km) grid basis.,National,Ireland,Ireland,BirdWatch Ireland,Non-governmental,2014,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"We are the designated national BirdLife International partner for the Republic of Ireland, we support and actively participate in policy and advocacy work of BirdLife International to influence the decision making process of the EU Commission, Parliament and Council. We also work in partnership with the Royal Society for the Protection of Birds in Northern Ireland and other conservation NGOs and we take part in a number of NGO forums where joint positions on particular issues is effective. ",Policy implementation or monitoring,0,2,0,1,0,0,0,0,2,0,0,0,2,0,1,2,0
65,BLS Lichen Historic Database,http://www.britishlichensociety.org.uk/recording-mapping/bls-databases,secretary@britishlichensociety.org.uk,"Over the past 50 years BLS members have collected nearly 1.5 million lichen records, information that can be used to support lichen research and conservation in many ways",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Lichen Society,Non-governmental,1963,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,Yes,"One of the aims of the project is assessing the rarity and threat status of each species, published as the Conservation Evaluation of British Lichens (Woods & Coppins 2003, 2012) and also resulting in the selection of species for the Biodiversity Action Plan and for legal protection under schedule 8 of the Wildlife and Countryside Act (1981).",Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
66,Bluebell survey,http://www.nhm.ac.uk/nature-online/british-natural-history/survey-bluebells/index.html,http://www.nhm.ac.uk/about-us/contact-enquiries/forms/emailform.jsp,"To locate, identify and count trees in streets, parks and gardens across the UK. General public is asked to take part for two reasons: a) a project of this size needs many people to contribute for the data to be useful, and b) only you can give us information about the trees in your gardens and neighbourhoods",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Natural History Museum ,Academic,2015,No,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Considerable,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
67,BlueSCities,http://www.bluescities.eu/,http://www.copernicus.eu/main/contact-us,Blueprints for Smart Cities: Developing the methodology for a coordinated approach to the integration of the water and waste sectors within the EIP Smart Cities and Communities,Macro-regional,Europe,Europe,Fundacio CTM Centre Tecnologic,Governmental,2017,No,Unknown,Freshwater,Water,DIY engineering,Very large,Yes,"It will, in a carefully planned step-by step process, collate data and formulate sufficient recommendations in order to produce an administrative methodology capable of eliminating cross sector barriers between water, waste and Smart City sectors to be described in a practical guidance document for the use of all relevant stakeholders.",Problem definition,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,2,1
68,Bombina,http://www.pnr-lorraine.com/fr/presentation-de-bombina_221.html,"
arnaud.brasselle@pnr-lorraine.com","Online database open to anyone to share fauna and flora observations, as well as habitats, within the Regional Natural Parc of the Region Lorraine (PNR Lorraine). The database contains the PNR inventory data, and is complemented by the citizen science data. Targeted at associations and institutional partners. ",Regional,France,France,Parc Naturel Régional de Lorraine,Consortium,2010,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Occasional reporting,Considerable,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,2,0
69,Breeding Bird Survey,https://www.bto.org/volunteer-surveys/bbs,bbs@bto.org,The BTO/JNCC/RSPB Breeding Bird Survey (BBS) is the main scheme for monitoring the population changes of the UK’s common breeding birds.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),BTO/JNCC/RSPB,Consortium,2016,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
70,British bugs recording schemes,www.britishbugs.org.uk/,enquiries@britishbugs.org.uk,"website to illustrate as many of these as possible, since they are poorly covered by popular field guides. The availability of digital cameras has now made recording images of insects easier than ever before",Regional,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),Dr. Joe Botting and Dr. Tristan Bantock,Academic,2007,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
71,British Phycological Society - Seaweed data for Great Britain and Ireland,http://www.bpsalgalrecords.com/,Unknown,"to record and map the seaweeds of the British Isles which culminated in 2003 with the Checklist and Atlas of the Seaweeds of Britain and Ireland. Studying changes to the seaweed flora due to climate change, increase in non-native species and other factors.",National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),British Phycological Society,Non-governmental,1952,Yes,Unknown,Freshwater,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,0,0,2,0,0,0,0,2,0,0,0,2,1,1,2,0
72,BTO Garden Birdwatch,http://www.bto.org/volunteer-surveys/gbw,gbw@bto.org,Garden BirdWatch monitors the changing fortunes of birds and other garden wildlife through its network of 'citizen scientists'.,National,United Kingdom,United Kingdom of Great Britain and Northern Ireland (the),BTO,Non-governmental,1995,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Large,No,N/A,Policy implementation or monitoring,0,2,0,2,0,0,0,0,2,0,0,0,2,0,1,2,0
73,"Bugbase, Lepidopterological Society",http://www.lepidoptera.dk,Unknown,"Database on the recordings of butterflies by the Lepidopterological Society of Denmark. Occurrences are based on observations and collecting by any means, trapping, photos etc.",National,Denmark,Denmark,Lepidopterological Society in Copenhagen,Non-governmental,1987,Yes,Unknown,Terrestrial,"Biodiversity, nature and landscapes",Monitoring,Very large,No,N/A,Policy implementation or monitoring,0,2,0,1,0,0,0,0,2,0,0,0,2,0,1,2,0
74,Bury tea bags for the climate (Begraaf theezakjes voor het klimaat),http://www.iedereenwetenschapper.be/projects/begraaf-theezakjes-voor-het-klimaat,This e-mail address has been removed for personal data protection. Please go to the project website for other means of contact.,"You do your own scientific research with two tea bags. You take an unused bag of green tea and an unused bag of rooibos tea from Lipton and bury it about 8 centimeters below the ground. After three months you dig up the bag and dry it in a sunny, warm place. Finally, you weigh the bags after you have wiped away the dirt and fill in the data via the researchers' website.",National,Netherlands,Netherlands (the),Utrecht University,Academic,2014,Yes,Unknown,Terrestrial,Climate,Monitoring,Very large,No,N/A,Problem definition,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,2,0
